OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
4,Tickner,BabarAzam,Four,4,FullToss,OnTheStumps,FlickerBall,Flick,MidWicket,Middled,2
4,Tickner,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,MidOff,Middled,2
3,Boult,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Unknown,ThirdMan,Middled,2
3,Boult,BabarAzam,Single,1,ShortLength,MiddleOrLegStump,Unknown,Pull,SquareLeg,Middled,2
3,Boult,BabarAzam,Four,4,Unknown,OutsideOffStump,HalfVolley,Drive,Cover,Middled,2
3,Boult,BabarAzam,Four,4,ShortLength,OutsideOffStump,Wide,Drive,Cover,Middled,2
3,Boult,BabarAzam,Double,2,GoodLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
2,Southee,BabarAzam,Single,1,GoodLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
2,Southee,BabarAzam,Four,4,GoodLength,OutsideOffStump,Unknown,Unknown,TheSlips,Edged,2
2,Southee,BabarAzam,Single,1,ShortLength,Unknown,Wide,Unknown,Unknown,Middled,2
2,Southee,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
2,Southee,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,MidOff,Middled,2
2,Southee,BabarAzam,Single,1,ShortLength,Unknown,Wide,Unknown,Unknown,Middled,2
2,Southee,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,Drive,Unknown,Middled,2
6,Southee,BabarAzam,Dot,0,Unknown,MiddleOrLegStump,Unknown,SlogandSlogSweep,Unknown,Middled,2
5,Boult,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidOff,Middled,2
5,Boult,BabarAzam,Dot,0,ShortLength,OutsideOffStump,Unknown,Unknown,Unknown,Edged,2
4,Southee,BabarAzam,Double,2,ShortLength,Unknown,SlowerBall,Pull,MidWicket,Middled,2
4,Southee,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Pull,SquareLeg,Middled,2
4,Southee,BabarAzam,Dot,0,Unknown,Unknown,SlowerBall,Pull,MidWicket,Middled,2
2,Southee,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
2,Southee,BabarAzam,Dot,0,ShortLength,OutsideOffStump,Unknown,Unknown,SquareLeg,Middled,2
1,Santner,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
1,Santner,BabarAzam,Single,1,Unknown,Unknown,ArmBall,Unknown,MidWicket,Middled,2
1,Santner,BabarAzam,Four,4,Unknown,Unknown,HalfVolley,Unknown,Cover,Middled,2
11,Nasum,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Unknown,Unknown,ThirdMan,Edged,2
10,Shakib,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,DefensiveShot,Unknown,Middled,2
10,Shakib,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
10,Shakib,BabarAzam,Four,4,Unknown,MiddleOrLegStump,Unknown,Unknown,Unknown,Middled,2
10,Shakib,BabarAzam,Single,1,FullLength,Unknown,Unknown,SlogandSlogSweep,BackwardSquareLeg,Middled,2
10,Shakib,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,Cover,Middled,2
9,Ebadot Hossain,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
9,Ebadot Hossain,BabarAzam,Double,2,FullLength,Unknown,Unknown,SlogandSlogSweep,MidOn,Middled,2
9,Ebadot Hossain,BabarAzam,Double,2,FullLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
9,Ebadot Hossain,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
9,Ebadot Hossain,BabarAzam,Dot,0,ShortLength,OutsideOffStump,Wide,Unknown,Unknown,Missed,2
8,Nasum,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Pull,BackwardPoint,Middled,2
8,Nasum,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
8,Nasum,BabarAzam,Dot,0,FullLength,OutsideOffStump,SlowerBall,Unknown,Unknown,Missed,2
8,Nasum,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,WicketKeeper,Edged,2
7,Mustafizur,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,BackwardSquareLeg,Middled,2
7,Mustafizur,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
7,Mustafizur,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Cover,Middled,2
6,Nasum,BabarAzam,Single,1,FullLength,Unknown,Wide,Unknown,MidOn,Middled,2
6,Nasum,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Sweep,Unknown,Missed,2
6,Nasum,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Unknown,Unknown,MidOn,Middled,2
6,Nasum,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Cut,Unknown,Missed,2
6,Nasum,BabarAzam,Dot,0,FullLength,Unknown,SlowerBall,Unknown,Unknown,Middled,2
5,Mustafizur,BabarAzam,Single,1,FullLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
4,Shakib,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,MidOn,Middled,2
3,Taskin,BabarAzam,Four,4,FullLength,MiddleOrLegStump,FlickerBall,Flick,MidOn,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,DefensiveShot,Unknown,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,MiddleOrLegStump,Unknown,Unknown,MidWicket,Middled,2
3,Taskin,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,DefensiveShot,SquareLeg,Middled,2
2,Nasum,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
2,Nasum,BabarAzam,Single,1,FullLength,MiddleOrLegStump,FlickerBall,Flick,SquareLeg,Middled,2
4,Evans,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,Point,Missed,2
3,Ngarava,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Cut,Point,Middled,2
3,Ngarava,BabarAzam,Four,4,ShortLength,Unknown,ArmBall,Unknown,MidWicket,Middled,2
2,Muzarabani,BabarAzam,Dot,0,FullToss,Unknown,Unknown,Unknown,MidOn,Middled,2
2,Muzarabani,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Drive,Wide,Middled,2
1,Ngarava,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Point,Middled,2
1,Ngarava,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Drive,WicketKeeper,Middled,2
1,Ngarava,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,WicketKeeper,Middled,2
1,Ngarava,BabarAzam,Dot,0,FullLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
1,Ngarava,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
13,Hasan Mahmud,Babar Azam,Out,-1,ShortLength,OutsideOffStump,Unknown,Unknown,DeepCover,Middled,2
13,Hasan Mahmud,Babar Azam,Unknown,0,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
12,Saifuddin,Babar Azam,Four,4,GoodLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
12,Saifuddin,Babar Azam,Four,4,FullLength,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
12,Saifuddin,Babar Azam,Double,2,Yoker,LegStump,Unknown,Unknown,SquareLeg,Middled,2
11,Shoriful Islam,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
11,Shoriful Islam,Babar Azam,Single,1,GoodLength,LegStump,Unknown,Unknown,LongOn,Middled,2
10,Shakib,Babar Azam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,DeepCover,Middled,2
10,Shakib,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,DeepCover,Middled,2
10,Shakib,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
9,Taskin,Babar Azam,Single,1,FullToss,Unknown,Unknown,Unknown,MidWicket,Middled,2
9,Taskin,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,ThirdMan,Middled,2
9,Taskin,Babar Azam,Four,4,ShortLength,Unknown,Unknown,Unknown,FineLeg,Middled,2
8,Shakib,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
8,Shakib,Babar Azam,Single,1,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,2
7,Shoriful Islam,Babar Azam,Four,4,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,2
7,Shoriful Islam,Babar Azam,Single,1,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,2
7,Shoriful Islam,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
6,Saifuddin,Babar Azam,Double,2,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
6,Saifuddin,Babar Azam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,ExtraCover,Middled,2
6,Saifuddin,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Unknown,Cut,Point,Middled,2
6,Saifuddin,Babar Azam,Four,4,Unknown,OutsideOffStump,Bouncer,Unknown,Cover,Middled,2
5,Hasan Mahmud,Babar Azam,Four,4,Unknown,Unknown,SlowerBall,Unknown,Unknown,Middled,2
5,Hasan Mahmud,Babar Azam,Four,4,GoodLength,OutsideOffStump,Unknown,Drive,Point,Middled,2
5,Hasan Mahmud,Babar Azam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Point,Middled,2
5,Hasan Mahmud,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
5,Hasan Mahmud,Babar Azam,Double,2,GoodLength,LegStump,Unknown,Unknown,SquareLeg,Middled,2
4,Taskin,Babar Azam,Single,1,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
4,Taskin,Babar Azam,Dot,0,Unknown,OffStump,Unknown,DefensiveShot,Unknown,Middled,2
4,Taskin,Babar Azam,Dot,0,Unknown,MiddleStump,Unknown,Flick,Unknown,Middled,2
4,Taskin,Babar Azam,Four,4,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
4,Taskin,Babar Azam,Four,4,GoodLength,Unknown,Unknown,SquareDrive,Unknown,Middled,2
3,Shoriful Islam,Babar Azam,Single,1,GoodLength,OutsideOffStump,Unknown,Unknown,DeepCover,Middled,2
2,Taskin,Babar Azam,Dot,0,Unknown,OffStump,Unknown,Unknown,Unknown,Edged,2
2,Taskin,Babar Azam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Middled,2
2,Taskin,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Unknown,Unknown,MidOff,Middled,2
2,Taskin,Babar Azam,Dot,0,Unknown,Unknown,Unknown,DefensiveShot,Unknown,Middled,2
2,Taskin,Babar Azam,Dot,0,Unknown,OffStump,Unknown,DefensiveShot,Unknown,Middled,2
1,Hasan Mahmud,Babar Azam,Single,1,Unknown,OffStump,Unknown,Unknown,Point,Middled,2
1,Hasan Mahmud,Babar Azam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,TheSlips,Middled,2
1,Woakes,Babar Azam,Out,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Woakes,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Woakes,Babar Azam,Four,4,Unknown,Unknown,Outswinger,Drive,LongOn,Middled,2
1,Woakes,Babar Azam,Dot,0,Unknown,OffStump,Unknown,Unknown,Unknown,Middled,2
4,Ravi Bishnoi,Babar Azam,Out,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
4,Ravi Bishnoi,Babar Azam,Dot,0,Unknown,Unknown,Unknown,DefensiveShot,MidWicket,Middled,2
4,Ravi Bishnoi,Babar Azam,Double,2,FullToss,Unknown,Unknown,Unknown,Cover,Middled,2
3,Bhuvneshwar,Babar Azam,Four,4,ShortLength,Unknown,Unknown,SquareDrive,Unknown,Middled,2
3,Bhuvneshwar,Babar Azam,Double,2,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
3,Bhuvneshwar,Babar Azam,Single,1,GoodLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
2,Arshdeep Singh,Babar Azam,Single,1,HalfVolley,Unknown,Unknown,Unknown,MidOff,Middled,2
1,Bhuvneshwar,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidOff,Middled,2
1,Bhuvneshwar,Babar Azam,Four,4,Unknown,LegStump,Unknown,Unknown,MidWicket,Middled,2
1,Bhuvneshwar,Babar Azam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Fazalhaq Farooqi,Babar Azam,Out,-1,GoodLength,Unknown,Unknown,Unknown,Unknown,Edged,2
11,Hasaranga de Silva,BabarAzam,Out,-1,Unknown,Unknown,LegBreak,Unknown,Unknown,Middled,2
11,Hasaranga de Silva,BabarAzam,Single,1,HalfVolley,Unknown,Unknown,Unknown,DeepCover,Middled,2
11,Hasaranga de Silva,BabarAzam,Dot,0,Unknown,Unknown,LegBreak,Unknown,Cover,Middled,2
10,C Karunaratne,BabarAzam,Single,1,ShortLength,Unknown,OffCutter,Unknown,LongOn,Middled,2
10,C Karunaratne,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,LongOn,Middled,2
10,C Karunaratne,BabarAzam,Single,1,Unknown,Unknown,OffCutter,Unknown,Unknown,Middled,2
9,Hasaranga de Silva,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
9,Hasaranga de Silva,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,2
9,Hasaranga de Silva,BabarAzam,Dot,0,FullToss,Unknown,Unknown,Unknown,MidWicket,Middled,2
9,Hasaranga de Silva,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
9,Hasaranga de Silva,BabarAzam,Dot,0,Unknown,Unknown,Unknown,DefensiveShot,Cover,Middled,2
8,Dhananjaya,BabarAzam,Double,2,GoodLength,MiddleStump,Unknown,Unknown,LongOn,Middled,2
8,Dhananjaya,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,longOff,Middled,2
8,Dhananjaya,BabarAzam,Double,2,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,2
7,Hasaranga de Silva,BabarAzam,Double,2,FullToss,Unknown,Unknown,Unknown,MidWicket,Middled,2
7,Hasaranga de Silva,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,DeepCover,Middled,2
6,Pramod,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,MidOn,Middled,2
6,Pramod,BabarAzam,Four,4,GoodLength,Unknown,Unknown,Drive,TheSlips,Edged,2
5,Dhananjaya,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,2
4,Pramod,BabarAzam,Double,2,ShortLength,OutsideOffStump,Unknown,Unknown,MidOn,Middled,2
4,Pramod,BabarAzam,Double,2,GoodLength,LegStump,Unknown,Flick,MidWicket,Middled,2
4,Pramod,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,Cover,Edged,2
3,Madushanka,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,DefensiveShot,Unknown,Middled,2
3,Madushanka,BabarAzam,Dot,0,GoodLength,OffStump,Unknown,Drive,Unknown,Middled,2
3,Madushanka,BabarAzam,Dot,0,Unknown,Unknown,Bouncer,Unknown,Unknown,Middled,2
3,Madushanka,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidOff,Middled,2
3,Madushanka,BabarAzam,Dot,0,ShortLength,OutsideOffStump,Unknown,Unknown,Point,Middled,2
3,Madushanka,BabarAzam,Five,5,Unknown,Unknown,Wide,Unknown,Unknown,Middled,2
2,Theekshana,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
1,Theekshana,BabarAzam,Four,4,Unknown,Unknown,Unknown,Drive,MidOff,Middled,2
1,Theekshana,BabarAzam,Double,2,Unknown,Unknown,Swing,Unknown,LegSide,Middled,2
4,Pramod,BabarAzam,Out,-1,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
4,Pramod,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
2,Theekshana,BabarAzam,Double,2,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Madushanka,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,ThirdMan,Middled,2
1,Madushanka,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,OnThePads,2
1,Madushanka,BabarAzam,Dot,0,Unknown,OffStump,Unknown,Unknown,Unknown,Middled,2
3,Ehsan Khan,BabarAzam,Out,-1,Unknown,Unknown,SlowerBall,Unknown,Unknown,Middled,2
3,Ehsan Khan,BabarAzam,Four,4,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
3,Ehsan Khan,BabarAzam,Single,1,Unknown,Unknown,Unknown,Drive,LongOn,Middled,2
2,Shukla,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
2,Shukla,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,MidWicket,Middled,2
2,Shukla,BabarAzam,Single,1,Unknown,Unknown,Unknown,Drive,MidOff,Middled,2
1,Haroon Arshad,BabarAzam,Single,1,Unknown,Unknown,Bouncer,Unknown,Cover,Edged,2
1,Haroon Arshad,BabarAzam,Dot,0,Unknown,Unknown,SlowerBall,Unknown,Cover,Middled,2
3,Bhuvneshwar,BabarAzam,Out,-1,ShortLength,Unknown,Bouncer,Unknown,FineLeg,Edged,2
3,Bhuvneshwar,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidOn,Middled,2
2,Arshdeep Singh,BabarAzam,Four,4,FullLength,Unknown,Unknown,Drive,Unknown,Middled,2
2,Arshdeep Singh,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,FineLeg,Middled,2
2,Arshdeep Singh,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
2,Arshdeep Singh,BabarAzam,Single,1,ShortLength,Unknown,Bouncer,Unknown,Unknown,Middled,2
2,Arshdeep Singh,BabarAzam,Dot,0,GoodLength,Unknown,Swing,Unknown,MidWicket,Middled,2
2,Arshdeep Singh,BabarAzam,Single,1,Unknown,OutsideOffStump,Wide,Unknown,Unknown,Middled,2
2,Arshdeep Singh,BabarAzam,Dot,0,ShortLength,Unknown,Unknown,Unknown,Unknown,Middled,2
1,Bhuvneshwar,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Cover,Middled,2
1,Bhuvneshwar,BabarAzam,Four,4,Unknown,Unknown,Unknown,Drive,MidOff,Middled,2
10,Rashid,BabarAzam,Single,1,FullLength,MiddleStump,Unknown,Unknown,FineLeg,Middled,2
10,Rashid,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,LongOn,Middled,2
9,Jordan,BabarAzam,Dot,0,FullLength,OffStump,Unknown,Unknown,MidOn,Middled,2
9,Jordan,BabarAzam,Single,1,Unknown,OffStump,Unknown,Unknown,ThirdMan,Middled,2
9,Jordan,BabarAzam,Four,4,Unknown,MiddleStump,Unknown,Unknown,DeepCover,Middled,2
12,Rashid,BabarAzam,Out,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
11,Livingstone,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Point,Middled,2
11,Livingstone,BabarAzam,Double,2,FullLength,OffStump,Unknown,Unknown,LongOn,Middled,2
12,Rashid,BabarAzam,Out,-1,Unknown,Unknown,Googly,Unknown,Unknown,Middled,2
11,Livingstone,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Point,Middled,2
11,Livingstone,BabarAzam,Double,2,FullLength,OffStump,Unknown,Unknown,LongOn,Middled,2
6,Woakes,BabarAzam,Single,1,Unknown,OutsideOffStump,Unknown,Unknown,MidWicket,Middled,2
6,Woakes,BabarAzam,Four,4,Unknown,Unknown,SlowerBall,Unknown,FineLeg,Middled,2
6,Woakes,BabarAzam,Dot,0,Unknown,OffStump,Unknown,Unknown,MidWicket,Middled,2
5,Sam Curran,BabarAzam,Single,1,Unknown,LegStump,Unknown,Unknown,Unknown,Middled,2
4,Woakes,BabarAzam,Three,3,Unknown,OffStump,Unknown,Unknown,MidOn,Middled,2
4,Woakes,BabarAzam,Single,1,Unknown,MiddleStump,Unknown,Unknown,MidOn,Middled,2
3,Sam Curran,BabarAzam,Dot,0,Unknown,Unknown,Swing,Unknown,Unknown,Middled,2
3,Sam Curran,BabarAzam,Dot,0,FullLength,Unknown,Bouncer,Cut,Unknown,Middled,2
3,Sam Curran,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Point,Middled,2
3,Sam Curran,BabarAzam,Dot,0,Unknown,OutsideOffStump,Unknown,Unknown,Unknown,Edged,2
2,Woakes,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,SquareLeg,Middled,2
2,Woakes,BabarAzam,Dot,0,FullLength,OffStump,Unknown,Unknown,MidOff,Middled,2
2,Woakes,BabarAzam,Dot,0,HalfVolley,OffStump,Unknown,CoverDrive,Cover,Middled,2
2,Woakes,BabarAzam,Single,1,Unknown,Unknown,Wide,Unknown,Unknown,Middled,2
1,Stokes,BabarAzam,Three,3,ShortLength,Unknown,Bouncer,Unknown,Point,Middled,2
1,Stokes,BabarAzam,Dot,0,FullLength,OutsideOffStump,Swing,DefensiveShot,Point,Middled,2
2,Rabada,BabarAzam,Single,1,FullLength,LegStump,Unknown,Flick,DeepFineLeg,Middled,2
2,Rabada,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,2
2,Rabada,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidWicket,Middled,2
4,Ngidi,BabarAzam,Single,1,Unknown,OnStump,SlowerBall,Unknown,MidOff,Middled,2
4,Ngidi,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,2
4,Ngidi,BabarAzam,Double,2,FullLength,Unknown,Unknown,Unknown,MidOff,Edged,2
4,Ngidi,BabarAzam,Dot,0,Unknown,Unknown,SlowerBall,Unknown,MidWicket,Middled,2
4,Ngidi,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,Unknown,Middled,2
3,Parnell,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,ThirdMan,Middled,2
3,Parnell,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Point,Middled,2
3,Parnell,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Drive,Unknown,Middled,2
3,Parnell,BabarAzam,Dot,0,GoodLength,Unknown,Unknown,Unknown,Cover,Middled,2
6,Ngidi,BabarAzam,Out,-1,GoodLength,Unknown,SlowerBall,Unknown,MidWicket,Edged,2
6,Ngidi,BabarAzam,Dot,0,GoodLength,OffStump,SlowerBall,Cut,Unknown,Middled,2
5,Nortje,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Cover,Middled,2
2,Arshdeep Singh,BabarAzam,Out,-1,Unknown,LegStump,Swing,Unknown,Unknown,OnThePads,2
11,Khushdil,BabarAzam,Out,0,FullLength,OnStumps,Unknown,Unknown,Unknown,Middled,1
11,Khushdil,BabarAzam,Single,1,Unknown,OutsideOffStumps,Unknown,Unknown,Cover,Middled,1
10,Tahir,BabarAzam,Single,1,Unknown,Unknown,Unknown,Sweep,Unknown,Middled,1
10,Tahir,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
10,Tahir,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,LongOn,Middled,1
9,David,BabarAzam,Single,1,FullLength,Unknown,Unknown,Unknown,LongOn,Edged,1
8,Tahir,BabarAzam,Single,1,Unknown,Unknown,Unknown,Cut,Point,Middled,1
8,Tahir,BabarAzam,Single,1,Unknown,LegStump,Unknown,Unknown,Unknown,Middled,1
8,Tahir,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
8,Tahir,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
7,David,BabarAzam,Single,1,Unknown,Unknown,Unknown,Flick,Unknown,Middled,1
7,David,BabarAzam,Single,1,Unknown,Unknown,SlowerBall,Unknown,Unknown,Middled,1
7,David,BabarAzam,Single,1,Unknown,Unknown,OffSpin,Unknown,Unknown,Middled,1
6,Dahani,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
6,Dahani,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
6,Dahani,BabarAzam,Single,1,Unknown,OutsideOffStumps,Unknown,Unknown,Unknown,Middled,1
5,MdImranKhan,BabarAzam,Single,1,Unknown,OutsideOffStumps,SlowerBall,Unknown,Unknown,Edged,1
5,MdImranKhan,BabarAzam,Single,1,GoodLength,LegStump,Unknown,Unknown,Unknown,Middled,1
4,Dahani,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Unknown,Edged,1
4,Dahani,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,Point,Middled,1
4,Dahani,BabarAzam,Dot,0,Unknown,OutsideOffStumps,Unknown,Unknown,Cover,Middled,1
4,Dahani,BabarAzam,Single,1,HalfVolley,OutsideOffStumps,Unknown,Unknown,MidOff,Middled,1
3,Willey,BabarAzam,Single,1,ShortLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
2,MdImranKhan,BabarAzam,Four,4,Unknown,LegStump,Unknown,Unknown,MidWicket,Middled,1
2,MdImranKhan,BabarAzam,Single,1,GoodLength,Unknown,Unknown,Unknown,Unknown,Middled,1
2,MdImranKhan,BabarAzam,Single,1,Unknown,LegStump,Unknown,Unknown,MidOn,Middled,1
1,Willey,BabarAzam,Single,1,Unknown,Unknown,Unknown,Unknown,Unknown,Middled,1
1,Willey,BabarAzam,Dot,0,Unknown,OutsideOffStumps,Unknown,DefensiveShot,Unknown,Middled,1
1,Willey,BabarAzam,Dot,0,Unknown,Unknown,Unknown,Unknown,MidOn,Middled,1
12,MohammadHasnain,BabarAzam,Out,0,Unknown,OutsideOffStumps,Unknown,Unknown,Unknown,Edged,1
12,MohammadHasnain,BabarAzam,Dot,0,GoodLength,Unknown,SlowerBall,Unknown,Point,Middled,1
12,MohammadHasnain,BabarAzam,Double,2,FullToss,Unknown,Unknown,Unknown,Unknown,Middled,1
12,MohammadHasnain,BabarAzam,Four,4,Unknown,Unknown,Unknown,CoverDrive,Unknown,Middled,1
12,MohammadHasnain,BabarAzam,Four,4,ShortLength,Unknown,Unknown,Pull,Unknown,Middled,1
11,Faulkner,BabarAzam,Single,1,FullLength,LegStump,Unknown,Unknown,SquareLeg,Middled,1
11,Faulkner,BabarAzam,Dot,0,FullLength,Unknown,Unknown,Unknown,SquareLeg,Middled,1
